,track name,artist,popularity,track id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,key,duration_ms,loudness,valence,mode,uri
1781,Remain,Mutemath,29,02Ciow6VZcn1iPTuikpUbi,0.39,0.111,81.973,0.0262,0.534,1.77e-05,0.385,4,352213,-5.453,0.0744,1,spotify:track:02Ciow6VZcn1iPTuikpUbi
1782,Paris,Fickle Friends,0,2WwAEkrF3CHKVPMl739FxH,0.54,0.144,94.013,0.0288,0.0616,0.425,0.588,7,156407,-7.725,0.347,1,spotify:track:2WwAEkrF3CHKVPMl739FxH
1783,Is There Somebody Who Can Watch You - Dream Koala Remix,The 1975,21,2RqStOiafXleub8PGRLOey,0.429,0.158,169.701,0.0594,0.376,0.00377,0.263,6,234944,-11.796,0.095,1,spotify:track:2RqStOiafXleub8PGRLOey
1784,Charlie,Kins,3,4evSVGYKAzU4fNghCWPGiC,0.926,0.36,119.987,0.0661,0.0502,0.637,0.504,9,251500,-8.063,0.0771,1,spotify:track:4evSVGYKAzU4fNghCWPGiC
1785,Bang Bang,Lawrence Taylor,24,3lVRPH9P6BpD9lamNSyrp2,0.724,0.0544,145.921,0.0622,0.125,0.0,0.457,8,184192,-3.813,0.773,0,spotify:track:3lVRPH9P6BpD9lamNSyrp2
1786,Cal,Silver Torches,14,4CAxrziAL3ZFdjwYeQSZpk,0.862,0.114,142.123,0.0317,0.00298,0.264,0.477,7,256787,-7.246,0.512,1,spotify:track:4CAxrziAL3ZFdjwYeQSZpk
1787,Friends,Raury,36,7A6lmFpkYkHTYQqkKzo71z,0.668,0.195,99.993,0.0278,0.000879,0.22,0.664,0,245040,-7.527,0.623,1,spotify:track:7A6lmFpkYkHTYQqkKzo71z
1788,Remind Me,Brooke Annibale,16,5jKyF6IcrMzKZeDc3j1aBJ,0.548,0.117,115.714,0.0421,0.243,4.08e-06,0.411,11,198800,-8.861,0.383,1,spotify:track:5jKyF6IcrMzKZeDc3j1aBJ
1789,A.L.I.V.E,Port Isla,20,4Npc5aCMVHiVk1ZKlrCYAj,0.855,0.137,130.089,0.0509,0.0373,5.23e-05,0.535,7,244480,-5.79,0.761,1,spotify:track:4Npc5aCMVHiVk1ZKlrCYAj
1790,Give Me A Try,The Wombats,52,7ayoL7WrBQP3ccJqELQXFK,0.922,0.069,135.976,0.0534,0.000815,0.0,0.623,1,228471,-3.013,0.681,1,spotify:track:7ayoL7WrBQP3ccJqELQXFK
1791,Hunger,Sam Sure,20,5RySXRPth6JjNJLVUu13ek,0.454,0.109,170.071,0.102,0.693,0.00966,0.466,5,192793,-11.629,0.229,0,spotify:track:5RySXRPth6JjNJLVUu13ek
1792,"Ulay, Oh",How I Became the Bomb,0,2bxBdzCkGpWw0oXWEKMXJV,0.389,0.16,147.98,0.0349,0.934,1.55e-05,0.489,0,184734,-7.659,0.527,1,spotify:track:2bxBdzCkGpWw0oXWEKMXJV
1793,Assurance,Lost Film,20,7DKaTEcpVeG9EEgGJiesFH,0.711,0.336,123.822,0.0314,0.437,0.734,0.724,4,215000,-7.357,0.79,1,spotify:track:7DKaTEcpVeG9EEgGJiesFH
1794,Kolniður,Jónsi,29,0sEHgwAMt2fthUFfR3QMTa,0.552,0.122,107.977,0.0319,0.416,0.248,0.343,2,235960,-8.073,0.119,0,spotify:track:0sEHgwAMt2fthUFfR3QMTa
1795,Sinking Friendships,Jónsi,0,4BB9jNSj1mYeNhw1pu1TUZ,0.617,0.0907,117.958,0.0344,0.647,0.00292,0.46,7,282120,-7.918,0.237,1,spotify:track:4BB9jNSj1mYeNhw1pu1TUZ
1796,We Bought A Zoo,We Bought A Zoo - Music by Jónsi,43,5j6gZ0gmywTIOdi38gPSxK,0.381,0.0965,124.074,0.0304,0.834,0.937,0.36,0,260573,-11.758,0.0396,1,spotify:track:5j6gZ0gmywTIOdi38gPSxK
1797,Where No One Goes,John Powell,50,2ChTe9bXZhmd7d4ilaCca8,0.872,0.351,140.007,0.0573,0.0141,0.00598,0.504,1,164987,-7.432,0.372,0,spotify:track:2ChTe9bXZhmd7d4ilaCca8
1798,Hey Julie,Fountains Of Wayne,47,2LGAbm0xHNu7scBDVCkFwN,0.554,0.0786,137.013,0.0363,0.391,0.0,0.739,7,156933,-5.668,0.978,1,spotify:track:2LGAbm0xHNu7scBDVCkFwN
1799,In The Sun,Various Artists,0,45cKeAQGJF6kW9zSfEfENT,0.576,0.191,110.947,0.0375,0.612,0.00128,0.543,10,248893,-8.504,0.352,1,spotify:track:45cKeAQGJF6kW9zSfEfENT
1800,Here,Robert DeLong,0,1T5W2TZOovdq5YiJGgXQp8,0.951,0.626,139.868,0.0824,0.0148,0.000284,0.576,4,251347,-3.832,0.262,0,spotify:track:1T5W2TZOovdq5YiJGgXQp8
1801,I Know It's You,Guards,31,5fXlyeTtG6Q9gnyxPFBk4l,0.945,0.348,162.172,0.193,0.178,0.0767,0.292,4,300173,-6.772,0.0615,1,spotify:track:5fXlyeTtG6Q9gnyxPFBk4l
1802,Alive,Empire of the Sun,5,7tqG3RAo8h9pHxCJFn7bZb,0.882,0.0684,119.947,0.0364,0.108,1.07e-06,0.523,5,204591,-3.093,0.388,1,spotify:track:7tqG3RAo8h9pHxCJFn7bZb
1803,Hit It,American Authors,0,1XSJhEiT3TdG7aoX6Gwf7j,0.934,0.402,120.052,0.0897,0.00197,0.0,0.639,7,206853,-3.672,0.758,1,spotify:track:1XSJhEiT3TdG7aoX6Gwf7j
1804,Into the Well,Mree,0,6TuY2AIgMjkpR6iY6SR4jo,0.489,0.24,85.433,0.0291,0.894,0.822,0.379,11,271973,-8.956,0.0541,1,spotify:track:6TuY2AIgMjkpR6iY6SR4jo
1805,Thought 8,Thrupence,44,4uarXUhPpUbGUtpqCGePKS,0.396,0.103,120.014,0.0404,0.343,0.887,0.574,0,204000,-11.92,0.0383,1,spotify:track:4uarXUhPpUbGUtpqCGePKS
1806,Dakota,Stereophonics,53,0IOgCgSDoRBHK9uNTpJnbx,0.93,0.0931,146.994,0.0675,0.129,0.00682,0.506,4,297427,-3.499,0.305,1,spotify:track:0IOgCgSDoRBHK9uNTpJnbx
1807,Masollan,Balmorhea,7,4AMeTATGlTyPaPCRzpvN47,0.325,0.113,90.817,0.0261,0.324,0.899,0.459,4,313460,-13.411,0.176,1,spotify:track:4AMeTATGlTyPaPCRzpvN47
1808,Maybe Tomorrow,Stereophonics,60,4M7XzMb9rNL4rncIXR5pD6,0.653,0.334,80.897,0.0361,0.217,0.000458,0.495,7,272947,-6.769,0.571,0,spotify:track:4M7XzMb9rNL4rncIXR5pD6
1809,Getaway,Stereophonics,24,4z1tTec7pHiYubVKwlaUFT,0.597,0.316,133.936,0.0304,0.000843,0.776,0.536,7,248227,-8.285,0.333,1,spotify:track:4z1tTec7pHiYubVKwlaUFT
1810,Scorpio,Jape,0,7zt8yH1BkPRDFuE9Ws7z4Z,0.623,0.338,118.073,0.0296,0.214,6.88e-05,0.724,0,225425,-6.522,0.819,1,spotify:track:7zt8yH1BkPRDFuE9Ws7z4Z
1811,Hide & Seek,Amber Run,54,56tNMp3B93TFDbWRg92qZS,0.452,0.0518,134.762,0.032,0.306,7.36e-06,0.33,9,281907,-8.812,0.202,1,spotify:track:56tNMp3B93TFDbWRg92qZS
1812,Welcome to New York,Ryan Adams,37,3fxcUfVbzcKssPNrqsvspm,0.734,0.365,123.949,0.0409,0.00159,0.16,0.446,9,198520,-6.154,0.339,1,spotify:track:3fxcUfVbzcKssPNrqsvspm
1813,From Here On Out,The Killers,39,0bhCGRZvzfAzm0z1c7M3jQ,0.921,0.169,164.878,0.0686,0.00534,0.0,0.503,11,147587,-5.88,0.707,1,spotify:track:0bhCGRZvzfAzm0z1c7M3jQ
1814,Clipping,Mutemath,28,69P6KTolualoMPKj7FeSno,0.773,0.558,76.937,0.0473,0.00499,0.0,0.159,10,245493,-4.857,0.293,1,spotify:track:69P6KTolualoMPKj7FeSno
1815,Safe And Sound,Capital Cities,55,6BnONjR7itGMEqwxKTIlRM,0.822,0.0838,117.949,0.033,0.00021,0.0047,0.653,0,192790,-4.857,0.762,1,spotify:track:6BnONjR7itGMEqwxKTIlRM
1816,A Real Hero,College,53,1aJrVsHwcQMZ8TZ6mlvT5J,0.431,0.145,112.004,0.0357,0.834,0.739,0.719,10,267860,-9.226,0.378,1,spotify:track:1aJrVsHwcQMZ8TZ6mlvT5J
1817,Joy Rides,Mutemath,18,6fUy4ittFT6dT46t8sMJpO,0.897,0.129,115.022,0.0668,0.00145,8.6e-06,0.646,2,240547,-3.346,0.575,1,spotify:track:6fUy4ittFT6dT46t8sMJpO
1818,What You Know,Two Door Cinema Club,69,1qfYG2JrchEyJiqKnkE7YQ,0.753,0.0921,139.048,0.0407,0.000665,7.74e-06,0.55,6,189693,-4.003,0.841,0,spotify:track:1qfYG2JrchEyJiqKnkE7YQ
1819,Africa,Toto,83,2374M0fQpWi3dLnB54qaLX,0.373,0.0481,92.717,0.0323,0.257,7.95e-05,0.671,9,295893,-18.064,0.732,1,spotify:track:2374M0fQpWi3dLnB54qaLX
1820,Name,The Goo Goo Dolls,63,1G8jae4jD8mwkXdodqHsBM,0.701,0.0766,73.97,0.0341,0.0691,0.00182,0.464,9,270000,-5.943,0.407,1,spotify:track:1G8jae4jD8mwkXdodqHsBM
1821,The 1975,The 1975,38,2RWikgBoqBM5nu9GXPYNhq,0.403,0.213,131.851,0.0468,0.00121,0.561,0.159,2,79929,-14.229,0.0534,1,spotify:track:2RWikgBoqBM5nu9GXPYNhq
1822,The City,The 1975,44,2VeL9b7uEZ35q1B25QPehz,0.962,0.101,94.973,0.0882,9.27e-05,0.000654,0.488,0,206882,-4.877,0.62,1,spotify:track:2VeL9b7uEZ35q1B25QPehz
1823,M.O.N.E.Y.,The 1975,42,0KC6aqPusSvPJQonFUphtt,0.661,0.125,114.26,0.07,0.0934,0.000129,0.423,7,216563,-8.213,0.621,1,spotify:track:0KC6aqPusSvPJQonFUphtt
1824,Chocolate,The 1975,46,0KivRxhyT9xMen2cs3rJD3,0.938,0.368,100.04,0.0623,0.00054,0.0,0.612,11,224674,-4.463,0.612,1,spotify:track:0KivRxhyT9xMen2cs3rJD3
1825,Sex,The 1975,49,2TAMGH49O7zNWDnPyfMGWW,0.975,0.506,148.316,0.128,1.33e-05,5.29e-05,0.408,2,207002,-4.142,0.183,1,spotify:track:2TAMGH49O7zNWDnPyfMGWW
1826,Talk!,The 1975,41,7wIpiDI4Hc76iUDWRVhUXK,0.854,0.595,120.041,0.0635,0.018,2.85e-06,0.58,4,167749,-6.551,0.639,1,spotify:track:7wIpiDI4Hc76iUDWRVhUXK
1827,An Encounter,The 1975,38,0GeTWPWmh5HNqGPnoISfIC,0.438,0.088,99.24,0.0408,0.89,0.983,0.387,4,74750,-16.424,0.0567,1,spotify:track:0GeTWPWmh5HNqGPnoISfIC
1828,Settle Down,The 1975,47,06Qsdo6m545EBO4LXM9nHn,0.951,0.789,107.119,0.051,0.00303,9.16e-05,0.596,2,239893,-5.292,0.843,1,spotify:track:06Qsdo6m545EBO4LXM9nHn
1829,Robbers,The 1975,49,7hQDDQtAM75RT6ChS8FV9Q,0.702,0.322,99.808,0.0295,0.000332,1.49e-05,0.621,4,254510,-6.845,0.374,1,spotify:track:7hQDDQtAM75RT6ChS8FV9Q
1830,Girls,The 1975,48,2rAoIsTrb482oUCiz3bZVk,0.911,0.473,108.025,0.0531,0.00395,0.00125,0.662,11,254620,-4.985,0.898,1,spotify:track:2rAoIsTrb482oUCiz3bZVk
1831,12,The 1975,38,7oPsFB3OqS4Sw6vlrNdkH0,0.256,0.0779,176.389,0.0407,0.913,0.91,0.0819,6,79578,-19.443,0.0824,1,spotify:track:7oPsFB3OqS4Sw6vlrNdkH0
1832,She Way Out,The 1975,44,73GeJojHqKJP8oHafhKxh6,0.853,0.103,116.974,0.0349,0.00425,0.0,0.62,4,239252,-4.737,0.237,0,spotify:track:73GeJojHqKJP8oHafhKxh6
1833,Menswear,The 1975,43,1rNkNZPRFBYerOHmXcx79c,0.539,0.0856,97.015,0.0681,0.541,0.0179,0.708,1,206738,-10.281,0.159,1,spotify:track:1rNkNZPRFBYerOHmXcx79c
1834,Is There Somebody Who Can Watch You,The 1975,39,2VDa2otNoSAsa10XmmZoFB,0.0305,0.0851,112.909,0.0497,0.923,0.000985,0.372,11,175568,-19.162,0.107,1,spotify:track:2VDa2otNoSAsa10XmmZoFB
1835,Facedown,The 1975,39,66mhOWjoTLTXm7y7V1eHRs,0.426,0.0665,141.116,0.0383,0.108,0.299,0.141,4,169005,-12.13,0.0331,1,spotify:track:66mhOWjoTLTXm7y7V1eHRs
1836,Antichrist,The 1975,45,5pmGhj5ToTK2kSinMCS0LJ,0.492,0.0989,119.99,0.0343,9.17e-05,0.745,0.424,9,283970,-8.505,0.0971,0,spotify:track:5pmGhj5ToTK2kSinMCS0LJ
1837,Woman,The 1975,41,5khdghxSIj08VIHPEIzDix,0.189,0.114,127.346,0.0363,0.972,0.201,0.279,9,182161,-12.37,0.065,1,spotify:track:5khdghxSIj08VIHPEIzDix
1838,Intro / Set3,The 1975,37,2OVB10xKwZy3UbIVYWPKeU,0.639,0.102,81.507,0.049,0.02,0.00556,0.304,11,187973,-8.171,0.132,1,spotify:track:2OVB10xKwZy3UbIVYWPKeU
1839,Undo,The 1975,44,1gJCEcK3erq2fKGEFc2j7B,0.712,0.0768,129.028,0.0375,0.00628,0.479,0.351,6,244653,-8.333,0.352,0,spotify:track:1gJCEcK3erq2fKGEFc2j7B
1840,Sex - EP Version,The 1975,41,1qKTbcg4eDxMfZNq63mPz5,0.964,0.276,148.287,0.0855,2.2e-05,0.000271,0.35,2,206133,-4.049,0.12,1,spotify:track:1qKTbcg4eDxMfZNq63mPz5
1841,Chocolate,The 1975,38,3JeHT52RWHMKEjfqUYLZAZ,0.932,0.403,100.04,0.0556,0.000353,0.0,0.617,11,223754,-4.908,0.617,1,spotify:track:3JeHT52RWHMKEjfqUYLZAZ
1842,HNSCC,The 1975,36,0LH8CRXNHv7hFUNsk7M7F9,0.45,0.147,85.34,0.0517,0.143,0.959,0.169,0,151219,-16.608,0.0773,1,spotify:track:0LH8CRXNHv7hFUNsk7M7F9
1843,Head.Cars.Bending,The 1975,41,0EUL4oxWG62Bn16HXBWV1p,0.58,0.136,130.091,0.136,0.246,3.36e-05,0.445,0,207808,-8.639,0.328,1,spotify:track:0EUL4oxWG62Bn16HXBWV1p
1844,Fallingforyou,The 1975,57,7LbUv7w2z7rEbNqp1uIL9U,0.285,0.344,84.825,0.0385,0.892,0.000471,0.264,1,240671,-15.208,0.0776,1,spotify:track:7LbUv7w2z7rEbNqp1uIL9U
1845,Postcard,Jukebox The Ghost,41,3WZFEgZDpbcPkhrRXFvL8K,0.743,0.157,115.043,0.0317,0.114,0.0,0.691,0,210307,-5.396,0.464,1,spotify:track:3WZFEgZDpbcPkhrRXFvL8K
1846,Infinite High,Panama Wedding,44,4lLAb7SzLQp0FpSUIqZJdQ,0.877,0.26,167.848,0.0554,0.085,6.07e-06,0.606,11,190280,-6.725,0.876,1,spotify:track:4lLAb7SzLQp0FpSUIqZJdQ
1847,Blood Stutter,Handsome Ghost,42,55bwpavHoYVUv55RQ6kzhi,0.525,0.108,83.978,0.0343,0.567,0.00107,0.504,1,217000,-8.84,0.234,1,spotify:track:55bwpavHoYVUv55RQ6kzhi
1848,All I Want,Passion Pit,42,4QaeQX43q3OdWE4JQxomF8,0.832,0.0467,111.112,0.036,0.124,0.0,0.596,2,206027,-3.48,0.873,1,spotify:track:4QaeQX43q3OdWE4JQxomF8
1849,The Other Side of Love,Jack Savoretti,0,3Gc6TcZwcaUWhS2mA7VGrt,0.966,0.0512,111.993,0.0714,0.000901,0.00762,0.566,9,254107,-6.516,0.636,0,spotify:track:3Gc6TcZwcaUWhS2mA7VGrt
1850,"Part One - Hey, No Pressure",Ray LaMontagne,1,64aCMaBE1o5aExuqAtVht6,0.748,0.102,151.265,0.0522,0.11,0.000273,0.434,1,394200,-7.707,0.703,1,spotify:track:64aCMaBE1o5aExuqAtVht6
1851,Higher Love,State of Sound,50,4nYKI0JqkWfr1YbmH4ADEM,0.433,0.125,109.951,0.0311,0.669,0.000773,0.648,7,244208,-10.655,0.349,1,spotify:track:4nYKI0JqkWfr1YbmH4ADEM
1852,White Tiger - Single Version,Izzy Bizu,61,64I0PKLFEKlcvc7fEVUGq0,0.582,0.108,117.856,0.0615,0.222,8.78e-05,0.772,2,180067,-5.14,0.319,0,spotify:track:64I0PKLFEKlcvc7fEVUGq0
1853,As We Are Now,Saint Raymond,42,0auccbirOSgf38celsAEJA,0.386,0.152,81.049,0.0561,0.856,0.0,0.381,8,157547,-8.301,0.326,1,spotify:track:0auccbirOSgf38celsAEJA
1854,Stay With Us,Seoul,0,3qXhCgS2Q1IIjuHNqBvtdu,0.538,0.121,107.324,0.0323,0.401,0.909,0.688,8,237947,-7.771,0.638,1,spotify:track:3qXhCgS2Q1IIjuHNqBvtdu
1855,Colours,Daniel Docherty,0,7lLIpVbQmyX5Q0yZDJT3WN,0.514,0.136,81.387,0.0504,0.645,0.00019,0.441,9,338860,-10.187,0.4,1,spotify:track:7lLIpVbQmyX5Q0yZDJT3WN
1856,Belong,Joshua Radin,29,1U6XJwhpFjFszxT3oaT2Ee,0.817,0.172,111.038,0.0301,0.145,0.0,0.681,9,230979,-7.131,0.595,1,spotify:track:1U6XJwhpFjFszxT3oaT2Ee
1857,Intro,Swim Deep,24,0zciczNBnseLMeHm90IxvF,0.0515,0.116,120.502,0.039,0.772,4.6e-05,0.522,7,74760,-19.485,0.169,1,spotify:track:0zciczNBnseLMeHm90IxvF
1858,Francisco,Swim Deep,27,0S61wWD6KMWcDikj882Nlt,0.625,0.143,113.976,0.0278,0.000276,0.000351,0.576,0,247627,-6.973,0.232,1,spotify:track:0S61wWD6KMWcDikj882Nlt
1859,Make My Sun Shine,Swim Deep,28,5XJj3o3eMRq0UJZ5CCxiBQ,0.535,0.0722,105.005,0.0256,0.0409,5.66e-06,0.549,9,224533,-8.461,0.209,1,spotify:track:5XJj3o3eMRq0UJZ5CCxiBQ
1860,The Sea,Swim Deep,33,44EIdCt3zxRHgzEY1vXe8h,0.591,0.0938,95.468,0.0305,0.109,0.0,0.539,6,220120,-8.177,0.366,1,spotify:track:44EIdCt3zxRHgzEY1vXe8h
1861,Red Lips I Know,Swim Deep,21,0Mnf8oZpHFTVzoeqDVoQYt,0.623,0.135,110.001,0.0271,0.301,0.293,0.612,9,237840,-8.429,0.433,1,spotify:track:0Mnf8oZpHFTVzoeqDVoQYt
1862,Soul Trippin,Swim Deep,30,5rkQWiVuAMxEsUmie1FY6H,0.644,0.0721,107.534,0.0269,0.32,0.007,0.636,7,273613,-8.189,0.447,1,spotify:track:5rkQWiVuAMxEsUmie1FY6H
1863,Stray,Swim Deep,21,0YOaWQdUOIrNd03qQpijRo,0.428,0.133,113.019,0.0335,0.271,0.0368,0.654,6,254373,-10.713,0.26,1,spotify:track:0YOaWQdUOIrNd03qQpijRo
1864,Colour Your Ways,Swim Deep,23,190JFUeHQ6fq8Eb8x8sA1g,0.506,0.276,132.028,0.0258,0.00402,4.96e-06,0.551,2,182640,-8.754,0.354,1,spotify:track:190JFUeHQ6fq8Eb8x8sA1g
1865,Song 2,Blur,11,4F64QXRV1EGHSm5jIeMmcQ,0.726,0.0922,129.715,0.0856,0.00211,0.00229,0.658,8,121307,-7.51,0.874,1,spotify:track:4F64QXRV1EGHSm5jIeMmcQ
1866,Sway,Anna Of The North,42,38qePkccYVYaEHhT3pWvS7,0.691,0.0774,119.972,0.0284,0.0817,0.0252,0.605,11,181944,-6.752,0.296,0,spotify:track:38qePkccYVYaEHhT3pWvS7
1867,Move Like You Want - Live,Ben Howard,2,3vbuadCnk7gJcN8eDlBHco,0.748,0.962,121.753,0.0388,0.111,0.00292,0.45,6,501133,-8.164,0.633,0,spotify:track:3vbuadCnk7gJcN8eDlBHco
1868,I Will Be Blessed,Ben Howard,7,6cBUCs1geaG9q6HQPzRyL0,0.361,0.393,77.434,0.0271,0.718,0.0289,0.445,0,331173,-13.183,0.272,1,spotify:track:6cBUCs1geaG9q6HQPzRyL0
1869,Under The Same Sun,Ben Howard,5,673T4Xz4q8xT5dUtD2Ankk,0.567,0.0874,148.465,0.0487,0.171,0.302,0.526,9,286280,-12.174,0.183,0,spotify:track:673T4Xz4q8xT5dUtD2Ankk
1870,Bones,Ben Howard,4,6clbT5CxUUDgVX1BjrxPJz,0.207,0.315,65.907,0.0424,0.684,0.0,0.364,0,345747,-12.905,0.138,1,spotify:track:6clbT5CxUUDgVX1BjrxPJz
1871,Empty Corridors - Live,Ben Howard,3,3gCXw7q92SGeNT8SKIU9ND,0.529,0.7,142.69,0.0423,0.309,0.000492,0.477,4,326067,-9.59,0.249,0,spotify:track:3gCXw7q92SGeNT8SKIU9ND
1872,These Waters,Ben Howard,4,2Dnj8Pza440llqJWTTzcEI,0.45,0.113,145.451,0.0306,0.275,0.000335,0.42,10,248000,-9.934,0.318,1,spotify:track:2Dnj8Pza440llqJWTTzcEI
1873,Under Pressure,David Bowie,60,5oidljiMjeJTWUGZ4TfFea,0.643,0.0708,113.46,0.0444,0.24,0.0,0.678,2,237520,-9.316,0.534,1,spotify:track:5oidljiMjeJTWUGZ4TfFea
1874,"Turns Within Me, Turns Without Me",The Paper Kites,38,4wgfWJ3vrOiepwFEwaWuuj,0.318,0.132,84.956,0.0254,0.888,0.187,0.462,6,233707,-14.058,0.419,1,spotify:track:4wgfWJ3vrOiepwFEwaWuuj
1875,Nostalgia,Martin Luke Brown,33,6i40CkD21FMT0d2lqpHO5S,0.528,0.103,118.008,0.0281,0.342,1.08e-06,0.606,8,210000,-10.959,0.295,0,spotify:track:6i40CkD21FMT0d2lqpHO5S
1876,Love Me Back To Life,Bon Jovi,12,2KLEk1SH1GQeaqOqmRvCKQ,0.81,0.369,81.029,0.0341,0.0187,0.0,0.505,2,249253,-5.026,0.565,1,spotify:track:2KLEk1SH1GQeaqOqmRvCKQ
1877,In Reverse,The War On Drugs,8,51BWTqxKXWtN3Xb0cd5WQf,0.511,0.092,114.051,0.0305,0.69,0.408,0.498,1,461120,-9.25,0.0807,1,spotify:track:51BWTqxKXWtN3Xb0cd5WQf
1878,Lost in the Dream,The War On Drugs,9,5brxK0tEDSa0Y7AmMCyZCE,0.366,0.128,112.531,0.0367,0.453,0.0175,0.608,7,247973,-11.085,0.399,1,spotify:track:5brxK0tEDSa0Y7AmMCyZCE
1879,Burning,The War On Drugs,13,088OG3pArZppU9S9dDjAva,0.857,0.108,154.736,0.044,0.00847,0.445,0.393,9,345533,-7.635,0.343,1,spotify:track:088OG3pArZppU9S9dDjAva
1880,Eyes To The Wind,The War On Drugs,9,7hpkxo3KNYcL7EvzQUzRft,0.761,0.108,117.436,0.0301,0.105,0.0523,0.492,2,354667,-7.241,0.428,1,spotify:track:7hpkxo3KNYcL7EvzQUzRft
1881,Disappearing,The War On Drugs,9,3j5VGHKcSzBVKESMSNfeW9,0.692,0.379,108.014,0.0269,0.284,0.847,0.558,8,409333,-9.144,0.327,0,spotify:track:3j5VGHKcSzBVKESMSNfeW9
1882,An Ocean in Between the Waves,The War On Drugs,13,1xRUQIlQ5pZ4h5632iLOfE,0.831,0.626,166.728,0.0308,0.0106,0.434,0.459,5,430547,-6.676,0.802,1,spotify:track:1xRUQIlQ5pZ4h5632iLOfE
1883,Suffering,The War On Drugs,12,09D36VXslUWAiJDeyzibkg,0.328,0.106,138.4,0.0341,0.714,0.481,0.579,0,360120,-10.75,0.269,1,spotify:track:09D36VXslUWAiJDeyzibkg
1884,Under The Pressure,The War On Drugs,16,5oMFoh1uOsVzERQyAFe7M8,0.713,0.121,134.371,0.0294,0.306,0.201,0.323,6,530707,-6.535,0.214,1,spotify:track:5oMFoh1uOsVzERQyAFe7M8
1885,Red Eyes,The War On Drugs,22,0JxI0r0gooV71qlPfHqJry,0.818,0.192,161.841,0.0362,0.0101,0.155,0.464,10,297827,-6.386,0.477,1,spotify:track:0JxI0r0gooV71qlPfHqJry
1886,Sunshine's Better - Talvin Singh remix,John Martyn,23,4JDeQWjGdKS9cLj914i6Fx,0.576,0.0492,89.968,0.0484,0.167,0.48,0.678,7,348773,-13.697,0.236,1,spotify:track:4JDeQWjGdKS9cLj914i6Fx
1887,Flight,Devin Townsend,33,0LNroCmxXfvqBoIKjfAhRi,0.322,0.269,97.101,0.0302,0.698,0.704,0.386,2,332467,-16.648,0.0793,1,spotify:track:0LNroCmxXfvqBoIKjfAhRi
1888,Hotel Chelsea Nights,Ryan Adams,8,6qM9b6rCGgN48cUNykKe5U,0.316,0.139,134.156,0.0346,0.352,1.87e-06,0.502,7,310347,-9.343,0.195,0,spotify:track:6qM9b6rCGgN48cUNykKe5U
1889,Kim,Ryan Adams,28,46bbbAfl3XgU5Clltq5B4j,0.513,0.0648,125.154,0.0364,0.236,0.00533,0.476,5,206840,-7.178,0.154,1,spotify:track:46bbbAfl3XgU5Clltq5B4j
1890,Army Of One,Coldplay,61,4giCxIFPZNQIP4bIZM4sqH,0.66,0.0861,146.04,0.0434,0.274,5.97e-05,0.387,3,376827,-6.491,0.289,1,spotify:track:4giCxIFPZNQIP4bIZM4sqH
1891,Gone ( The Pocahontas Song),Ziggy Alberts,21,0wvCSSMj3gkLeJPl8E2FrK,0.503,0.0806,124.92,0.0463,0.832,1.4e-06,0.687,1,218500,-10.358,0.461,0,spotify:track:0wvCSSMj3gkLeJPl8E2FrK
1892,With You,Roméo Testa,33,5Sktn4wgfqMe9RmN0P0AYy,0.466,0.0991,97.022,0.0497,0.325,0.000115,0.769,9,198960,-5.541,0.301,1,spotify:track:5Sktn4wgfqMe9RmN0P0AYy
1893,Gone,Joshua Hyslop,0,7GnbyXDaoEwznZDmMBe0A7,0.527,0.0946,117.088,0.0298,0.682,0.241,0.631,4,146747,-10.705,0.734,1,spotify:track:7GnbyXDaoEwznZDmMBe0A7
1894,The Birds of Finland,Conner Youngblood,0,6hrzHJHjlQuCVRQegVxk1x,0.338,0.311,102.02,0.0325,0.719,0.0571,0.471,1,287094,-13.838,0.0384,1,spotify:track:6hrzHJHjlQuCVRQegVxk1x
1895,Habits (Stay High),Young Rising Sons,29,54qvdj4cZQorkk1w6M9Vbu,0.622,0.107,109.949,0.0355,0.048,0.000293,0.685,0,207093,-9.254,0.672,1,spotify:track:54qvdj4cZQorkk1w6M9Vbu
1896,Let It Carry You,José González,39,475o1AOFFcu4DqLMlNA2WL,0.439,0.101,116.97,0.0392,0.774,0.301,0.837,2,334013,-13.733,0.331,1,spotify:track:475o1AOFFcu4DqLMlNA2WL
1897,A Little Lost,Sufjan Stevens,31,3YNZLnEI7MpxZq5iz8O8qH,0.603,0.105,139.958,0.06,0.784,0.747,0.736,0,304587,-10.759,0.796,1,spotify:track:3YNZLnEI7MpxZq5iz8O8qH
1898,Shots - Broiler Remix,Imagine Dragons,53,0z8yrlXSjnI29Rv30RssNI,0.777,0.102,119.996,0.0347,0.436,0.0716,0.733,11,190999,-7.076,0.583,0,spotify:track:0z8yrlXSjnI29Rv30RssNI
1899,Revelator Eyes,The Paper Kites,36,0ulLs8vN4SBtVHc5KDAamV,0.705,0.174,153.027,0.0299,0.109,0.0269,0.52,8,262267,-8.989,0.588,1,spotify:track:0ulLs8vN4SBtVHc5KDAamV
1900,Home,The Goo Goo Dolls,24,12UJrll6jwD9w5c1byebZu,0.77,0.0796,137.979,0.0325,6.27e-05,0.00132,0.476,8,283720,-6.166,0.315,0,spotify:track:12UJrll6jwD9w5c1byebZu
